Sentiments,Reviews
1,"['best', 'product', 'best', 'packing', 'awful', 'item🥰']"
0,"['bad', 'quality', 'much', 'buffering', 'mic', 'speaker', 'port', 'heart', 'breaking']"
1,"['contaminated', 'potatoes', 'good', 'nice', 'recommend']"
0,"['poor', 'totally', 'waste', 'money', 'original', 'copy', 'ordered', 'pairs', 'mic', 'problem', 'mic', 'didnt', 'work', 'wrost', 'experience']"
1,['zabar']
0,"['pathetic', 'servicecharger', 'available', 'think', 'somebody', 'taken', 'charger', 'box']"
1,"['recommended', 'packed', 'well', 'timely', 'delivery', 'use', 'resistance', 'bands', 'triceps', 'work', 'stretch', 'limits', 'seems', 'endure', 'force', 'put']"
1,"['nice', 'osm', 'teddy', 'bear']"
1,"['awesome', 'fully', 'satisfied', 'good', 'quality']"
1,"['comfortable', 'beast', 'looks', 'good', 'price', 'must', 'recommended']"
1,"['fresh', 'vegetables']"
1,"['ad', 'quality', 'good', 'recommended']"
1,"['received', 'parcel', 'excellent', 'quality', 'thank', 'much']"
0,"['poor', 'quality', 'bad', 'experience']"
0,"['shirts', 'smelled', 'pretty', 'bad', 'kept', 'storage', 'three', 'years', 'two', 'shirts', 'defective', 'holes', 'got', 'shirts', 'washed', 'lost', 'colors', 'material', 'thick', 'makes', 'sweaty', 'use', 'winter', 'night', 'suit', 'buy', 'cloths', 'kept', 'shipped', 'daraz', 'buy', 'sellers', 'deliver', 'fresh', 'stock']"
0,"['working', 'even', 'dont', 'sell', 'dont', 'buy']"
0,"['packaging', 'fragile', 'even', 'metal', 'would', 'broken', 'packaging', 'transportation', 'one', 'carton', 'mm', 'thick', 'extremely', 'disappointed', 'store', 'returned', 'product']"
1,"['excellent', 'thank', 'soo', 'much']"
1,"['quality', 'loved', 'material', 'cats', 'fits', 'perfectly', 'also', 'loving', 'traveling', 'basket']"
0,"['said', 'ni', 'chal', 'rhe', 'bahi', 'chak', 'kr', 'k', 'dani', 'chahya', 'ap', 'ko']"
0,"['see', 'received', 'two', 'seller', 'draza', 'mall', 'two', 'different', 'orders', 'fake', 'cover', 'different', 'inside', 'fake', 'head', 'shoulder', 'put']"
1,"['genuine', 'product', 'works', 'good', 'recommend', 'buyers', 'thank']"
1,"['awsome', 'love', 'daraz', 'products', 'seller', 'also', 'coperative']"
1,['perfect']
1,"['received', 'shown', 'satisfied']"
1,"['really', 'nicevery', 'nice', 'quality', 'truly', 'powerful', 'pocket', 'torch', 'thanks', 'sellerwould', 'really', 'like', 'order']"
1,"['price', 'better', 'market']"
0,"['fake', 'product', 'fragrance']"
1,"['super', 'fantastic', 'device', 'non', 'android', 'tv', 'thank', 'much', 'haier', 'wonderful', 'device', 'safely', 'received', 'parcel', 'thank', 'daraz', 'delivery', 'time']"
1,"['nyc', 'fresh']"
0,"['local', 'third', 'class', 'quality']"
0,"['size', 'choty', 'hain', 'thory', 'halky', 'lag', 'rahay', 'theek', 'hi', 'hain', 'phatt', 'jaldi', 'jaen', 'gy']"
1,"['excellent', 'product', 'delivered', 'thing', 'shown', 'thanks', 'daraz', 'seller']"
1,['thanku']
1,"['delivered', 'successfully', 'delivery', 'awesome', 'sound', 'quality', 'good', 'gave', 'stars', 'good']"
0,"['bad', 'experiences', 'voice', 'clear', 'package', 'sealed']"
1,"['odered', 'two', 'white', 'one', 'better', 'service', 'best', 'received', 'parcel', 'time', 'shop', 'ia']"
0,"['received', 'parcelsandles', 'local', 'quality', 'received', 'size', 'instead', 'ordered', 'size', 'received', 'size', 'literally', 'serious', 'order', 'al', 'quddus', 'collection', 'bad', 'experience']"
1,"['thank', 'seller']"
1,"['satisfied', 'productgood', 'packaging', 'recommend']"
1,"['shampoo', 'always', 'best']"
1,"['acha', 'hai', 'box', 'pr', 'late', 'aya', 'hai', 'parsal', 'rings', 'b', 'achi', 'hain', 'thanx', 'seller']"
1,"['happy', 'saw', 'exactly', 'stuff', 'received', 'good', 'qualits', 'serves', 'purpose']"
0,"['cheap', 'product', 'pathetic']"
1,"['delivered', 'showing', 'picture', 'thank', 'u']"
0,"['sound', 'quality', 'less', 'expected']"
1,"['good', 'product', 'good', 'packaging', 'battery', 'timing', 'good', 'nice', 'build', 'quality', 'delivered', 'time']"
0,"['tried', 'make', 'connection', 'car', 'scanner', 'motor', 'data', 'torque', 'pro', 'obd', 'car', 'doctor', 'didnt', 'get', 'success', 'app']"
0,"['colored', 'rgb', 'strip', 'lights', 'colors']"
0,"['defected', 'shaker']"
0,"['worst', 'product', 'simply', 'useless', 'using', 'im', 'severe', 'hair', 'fall', 'hair', 'gets', 'dry', 'applying', 'stupid', 'thing', 'dont', 'waste', 'money', 'please']"
1,"['great', 'experience', 'musk', 'al', 'mahal', 'nice', 'fragrance', 'strongly', 'recommends', 'musk', 'al', 'mahal']"
1,"['product', 'amazing', 'thoroughly', 'enjoyed', 'look', 'ordering', 'products', 'shop', 'highly', 'recommended']"
1,"['yrr', 'sach', 'mei', 'bohat', 'outclass', 'product', 'ha', 'quality', 'sound', 'bohat', 'vip', 'ha', 'price', 'bohat', 'reasonable', 'ha', 'intahai', 'munasib', 'rate', 'ha', 'bohat', 'allaw', 'item', 'ha', 'thank', 'much', 'seller']"
0,"['product', 'good', 'everything', 'workingbut', 'volume', 'level', 'lowand', 'due', 'low', 'level', 'volume', 'properly', 'useable']"
1,"['good', 'price', 'tym', 'fvrt', 'daraz', 'like', 'second', 'home', 'lol', 'great', 'experience', 'everytime', 'highly', 'recommend']"
1,"['sound', 'good', 'earphone', 'sound', 'two', 'good', 'like', 'igear', 'hdf', 'recommend', 'friend', 'use', 'earphone']"
1,"['today', 'received', 'parcel', 'nice', 'packing']"
1,"['happy', 'helpful', 'mixing', 'making', 'coffee']"
1,"['great', 'product', 'like', 'picture', 'good', 'quality', 'best', 'size', 'etc', 'etc', '’', 'satisfied', 'thanks', 'daraz']"
1,"['fresh', 'product']"
1,"['delightful', 'purse']"
0,"['bad', 'timing']"
1,"['day', 'delivery', 'perfect', 'product', 'son', 'loves', 'hoghly', 'recommended', 'supplier', 'omer']"
0,"['received', 'late', 'expected', 'item', 'broken', 'damaged']"
0,"['came', 'leaked', 'bottle', 'colour', 'like', 'jame', 'sheereen', 'local', 'product', 'satisfied']"
1,"['v', 'v', 'v', 'nice', 'awaz', 'bhi', 'achi', 'ha']"
1,"['customers', 'order', 'without', 'worry', 'good', 'mic', 'excellent', 'voice', 'quality']"
0,"['opened', 'little', 'recieving', 'full', 'scratches', 'paint', 'ruinedoverall', 'job', 'pullup', 'bar', 'shouldnt', 'scratches', 'paint', 'destroyed', 'pls', 'seller', 'contact', 'refund', 'accepting', 'type', 'item', 'recked', 'paint', 'scratches']"
1,"['amazing', 'wow', 'jasa', 'pic', 'tha', 'way', 'hi', 'mila', 'thank', 'daraz', 'seller', 'amazing', 'hai']"
1,"['perfect', 'table', 'thanks']"
1,"['show', 'refreshing', 'rose', 'smell', 'cool', 'sensation', 'good', 'quality', 'good', 'quantity', 'price', 'expire', 'date', 'amazing']"
0,"['rd', 'class', 'product']"
1,"['ordered', 'friend', 'love', 'pictures']"
1,"['nice', 'product', 'fit', 'samsung', 'galaxy', 'buds', 'pro', 'perfectly']"
1,"['speaker', 'amazing']"
1,"['delivery', 'little', 'late', 'matters']"
1,"['mattress', 'received', 'safely', 'without', 'damage', 'product', 'mentioned', 'description', 'post', 'one', 'thing', 'disappointing', 'rate', 'post', 'decreased', 'right', 'receiving', 'day']"
1,"['amazing', 'product', 'good', 'job']"
1,"['excellent', 'product', 'experience', 'quality', 'product', 'store', 'send', 'original', 'thing', 'shown', 'picture', 'highly', 'recommended']"
1,"['original', 'product', 'received', 'nice', 'safe', 'bubble', 'pack', 'cap', 'also', 'shrink', 'wrapped', 'sealed', 'delicious', 'taste', 'quality', 'fullyrecommended']"
1,['amazing']
0,"['assalam', 'walekum', 'bhai', 'yah', 'raat', 'ke', 'time', 'sauda', 'kaun', 'bhejta', 'hai', 'pura', 'din', 'guzarne', 'ke', 'bad', 'raat', 'ko', 'baje', 'disappointed', 'daraz', '🤕']"
0,"['fully', 'paid', 'new', 'dumbells', 'new', 'already', 'used', 'shown', 'picture', 'scratches', 'rusty', 'marks', 'metal', 'seller', 'sent', 'new', 'products', 'customers']"
1,"['colourful', 'excellent', 'quality']"
1,"['authentic', 'original', 'trinx', 'brand', 'product', 'nice', 'cooperative', 'seller', 'way', 'treated', 'customers', 'beyond', 'next', 'level', 'definitely', 'recommend', 'seller']"
1,"['ache', 'saaf', 'aalu']"
1,"['feel', 'comfortable', 'wearing', 'recommend']"
1,"['exactly', 'shown', 'slit', 'makes', 'even', 'better']"
1,"['superb', 'experience']"
0,"['disappointed', 'alag', 'alag', 'company', 'k', 'earphones', 'dediye', 'haiwoh', 'bhi', 'scratch', 'aur', 'puranaytotal', 'money', 'wastemai', 'seller', 'se', 'itni', 'bar', 'keh', 'chuka', 'hoo', 'k', 'mujha', 'gift', 'krna', 'haibut', 'still', 'responding', 'well']"
1,"['high', 'quality', 'potatoes', 'satisfied']"
1,"['works', 'great', 'bmpcc', 'k', 'need', 'download', 'usb', 'camera', 'pro', 'app', 'playstore', 'wont', 'get', 'ads', 'live', 'view']"
1,"['think', 'grow', 'informativethere', 'lot', 'intresting', 'quotes', 'successl', 'read', 'chapter', 'opens', 'mind']"
1,"['alhamdulillah', 'received', 'fresh', 'time']"
1,"['shoes', 'good', 'good', 'experience', 'daraz', 'quality', 'also', 'good', 'received', 'order', 'time', 'thanks', 'daraz']"
0,"['garbage', 'quality', 'better', 'buy', 'daraz', 'select']"
1,"['per', 'price', 'nice']"
0,"['bakwas', 'charging', 'pe', 'lagta', 'hi', 'nahi']"
1,"['using', 'months', 'still', 'best', 'recommended']"
1,"['amazing', 'quality', 'great', 'daraz', 'amazing', 'daraz', 'delivery', 'service', 'amazing', 'pick', 'point', 'free', 'shipping', 'service', 'amazing']"
1,"['amazing', 'product']"
1,"['shoes', 'comfy', 'great', 'reasonable', 'price', 'recommend', 'seller', 'faced', 'issues', 'seller', 'regarding', 'parcel', 'received', 'time', 'excellent', 'pacjed', 'condition']"
1,"['satisfied', 'product', 'thankyou', 'seller']"
1,"['thank', 'daraz', 'recieved', 'parcel', 'successfully', 'shown', 'picture', 'good', 'quality', 'good', 'service', 'delivery', 'time']"
0,"['kuchas', 'nhi', 'jaldi', 'tot', 'gia', 'h']"
1,"['product', 'per', 'picture', 'good', 'quality', 'price']"
1,"['good', 'intime', 'delivery', 'well', 'pack']"
0,"['bad', 'experience', 'one', 'side', 'workingplease', 'improve', 'product', 'quality', 'right', 'side', 'working', 'volume', 'slow', 'return', 'product']"
0,"['much', 'cheap', 'packing', 'shoes', 'fine', 'good', 'package', 'broken', 'much', 'cheap', 'packing', 'color', 'yet', 'ordered']"
0,"['material', 'strong', 'gives', 'feeling', 'bursting', 'time']"
0,"['low', 'quality', 'shirts']"
1,"['nice', 'tiny', 'box', 'like', 'cute', 'adorable']"
1,"['nice', 'packing', 'good', 'product', 'highly', 'recomended']"
1,"['bhohot', 'achay', 'shose', 'niklay', 'thank', 'soo', 'much', 'daraz']"
0,"['barely', 'heats', 'youre', 'looking', 'slightly', 'warm', 'pad', 'okay', 'however', 'isnt', 'replacement', 'hot', 'water', 'bottle', 'means', 'think', 'seller', 'mention', 'description', 'well']"
1,"['product', 'shown', 'seller', 'totally', 'recomend', 'product', 'comfortable']"
0,"['got', 'five', 'potatos', 'less', 'usual', 'kg', 'fine', 'otherwise', 'though', 'rotten', 'cut', 'pcs']"
0,"['bottle', 'melted', 'got', 'deformed', 'washing', 'hot', 'water']"
1,"['wow', 'shared', 'link', 'family', 'members', 'sweet']"
0,"['received', 'package', 'opened', 'earphones', 'broken']"
1,"['good', 'product']"
1,"['good', 'product', 'nice']"
1,"['good', 'quality', 'nice', 'thanks', 'daraz']"
0,"['worst', 'experience', 'blender', 'broken', 'doesnt', 'worked', 'im', 'much', 'disappointed', 'seller']"
1,"['best', 'sellermini', 'speakers', 'sound', 'really', 'nicein', 'priceproduct', 'superb']"
1,"['nice', 'speakar', 'music', 'best', 'bass', 'wow', 'zabard']"
1,"['quality', 'good']"
1,"['aslamoalikum', 'shocked', 'stuff', 'shirt', 'awesome', 'perfect', 'size', 'color', 'love', 'shirt', 'recommend', 'thank', 'soo', 'much']"
0,"['working', 'tried', 'everything', 'still', 'want', 'exchange', 'please']"
0,"['remain', 'bad', 'practice', 'one', 'head', 'pice', 'order', 'opened', 'call', 'process', 'mic', 'voice', 'poor', 'quality']"
1,"['thanks', 'dono', 'hanfree', 'best', 'thi']"
0,"['much', 'rough']"
1,"['amazing', 'quality', 'good', 'product', 'thank', 'best', 'quality', 'service']"
1,"['mashallah', 'har', 'chiz', 'perfect', 'hamesha', 'ki', 'tarah', 'jazakallah', 'kher', 'thank', 'u', 'daraz']"
1,"['undoubtedly', 'works', 'nicely', 'good', 'sound']"
1,"['wow', 'much', 'good', 'nice', 'belt', 'good', 'grip', 'awesome', 'really', 'tucked', 'shirt']"
1,"['ordered', 'tuesday', 'showed', 'come', 'sunday', 'got', 'today', 'fridayvery', 'nice', 'product', 'awesome', 'sound', 'quality', 'deserves', 'amount', 'purachased', 'thank', 'seller', 'daraz']"
0,"['headphones', 'kharab', 'thy', 'packing', 'fine', 'jb', 'mobile', 'plug', 'kiya', 'awaz', 'hi', 'nhi', 'aa', 'rhi', 'thi', 'ab', 'ap', 'hi', 'hatyen', 'kiya', 'karon']"
0,"['good', 'recieved', 'unsealed', 'product']"
0,"['send', 'one', 'piece', 'clearly', 'mentioned', 'pc']"
0,"['methay', 'aloo', 'lol']"
1,"['bohat', 'axhay', 'hain', 'love']"
1,"['golden', 'color', 'chopsticks', 'give', 'royal', 'vibe']"
1,"['superb', 'fully', 'satisfied', 'original', 'product', 'specially', 'packaging', 'perfectly', 'delivered', 'harm', 'product', 'seller', 'cooperative', 'respectfully', 'answered', 'queries', 'recommend', 'others', 'well']"
1,"['first', 'time', 'order', 'daraz', 'n', 'alhamduliah', 'st', 'experience', 'good', 'infect', 'great', 'thank', 'daraz']"
1,"['bht', 'achy', 'aur', 'good', 'quality', 'k', 'hain', 'thank', 'much']"
1,"['thank', 'much', 'product', 'recommended', 'seller', 'also', 'great', 'deserves', 'stars', '🥰', 'quality', 'also', 'fantastic', 'deleviry', 'also', 'fast', 'days']"
1,"['fine', 'quality', 'light', 'weight', 'shown', 'pictures', 'highly', 'recommended']"
1,"['product', 'amazing', 'im', 'using', 'last', 'months', 'still', 'working']"
0,"['dont', 'waste', 'money', 'buying', 'product', 'even', 'dust', 'proof', 'water', 'proof', 'useless']"
1,"['received', 'package', 'complete', 'accessories', 'working', 'fine', 'get', 'good', 'fineresult', 'thanks', 'daraz', 'certeza']"
0,"['dont', 'buy', 'part', 'strip', 'works', 'part', 'doesnt', 'work', 'worst', 'experience', 'daraz']"
1,"['delivered', 'shown', 'picture', 'hopefully', 'work', 'well', 'warranty', 'card', 'stamped', 'dalwance']"
1,"['unboxing', 'reviewing', 'may', 'work', 'fine', 'good', 'luck', 'thnx']"
0,"['doesnt', 'work']"
0,"['looks', 'like', 'old', 'used', 'cutter', 'delivered', 'lots', 'scratches', 'especially', 'considering', 'involves', 'using', 'medicine', 'extremely', 'sensitive', 'things']"
1,"['quality', 'product']"
1,"['excellent', 'product', 'deliverd', 'time', 'double', 'tape', 'small', 'ok']"
1,"['buhat', 'aalaww', 'zabardast', 'jo', 'cheez', 'dekhi', 'wohi', 'aai', 'paking', 'bhi', 'achi', 'thii', 'koi', 'damage', 'nahi', 'seller', 'ne', 'bhi', 'size', 'bheja', 'recomended']"
0,"['good', 'shown', 'pic', 'voice', 'low', 'even', 'mobile']"
0,"['poor', 'delivery', 'service', 'back', 'support', 'company', 'withheld', 'deleivery', 'chose', 'different', 'address', 'billing', 'delivery', 'took', 'days', 'explain']"
1,"['good', 'quality', 'recommended']"
0,"['bought', 'type', 'bag', 'local', 'market', 'used', 'past', 'think', 'price', 'bag', 'lower', 'furthermore', 'product', 'good']"
1,"['nice', 'product', 'received', 'good', 'condition', 'delivered', 'time', 'thanks', 'daraz', 'recommended', 'sellervery', 'good', 'price']"
1,"['super', 'shoes', 'shown', 'picture', 'fast', 'delivery', 'thanks', 'daraz', 'thanks', 'seller']"
1,"['good', 'order']"
1,"['bhatreen', 'chez', 'ha']"
1,"['excellent', 'product', 'price', 'range', 'highly', 'recommended', 'thanks', 'seller', 'thanks', 'daraz']"
1,['nice']
0,"['product', 'quality', 'packing', 'excellent', 'rider', 'services', 'worst', 'really', 'disappointed', 'behavior', 'tcs']"
0,"['r', 'luminous', 'glowing', 'dark', 'room', 'packet', 'teared', 'side']"
0,"['bad', 'experiencethe', 'product', 'quality', 'much', 'low']"
1,"['nice', 'wireless', 'bluetooth']"
1,"['shown', 'pic']"
1,"['porduct', 'acha', 'good', 'ha', 'shi', 'chal', 'rha', 'ha']"
1,"['vnice', 'good', 'product', 'r', 'satisfied', 'daraz', 'shopping', 'thanks']"
0,"['se', 'koi', 'cheez', 'na', 'magwana', 'advance', 'payment', 'li', 'ha', 'phir', 'b', 'kharab', 'cheez']"
1,"['great', 'job', 'order']"
1,"['achi', 'ai', 'h', 'shirt', 'bhot']"
1,"['saste', 'sa', 'behtr', 'kia', 'chahiya', 'nice', 'product']"
1,"['mattress', 'perfect', 'however', 'came', 'wrapped', 'plastic', 'bought', 'another', 'one', 'directly', 'website', 'came', 'proper', 'cover', 'zip', 'also', 'cloth', 'one', 'zip', 'one', 'zip', 'check', 'foam', 'inside', 'foam', 'comfortable', 'comes', 'warranty', 'card']"
1,"['good', 'price']"
0,['recommended']
1,"['good', 'expected']"
1,"['im', 'satisfied', 'really', 'good', 'stuff', 'amazing', 'product', 'thank', 'u', 'seller', 'soon', 'order']"
0,"['boht', 'hi', 'bakwaaas', 'stars', 'size', 'b', 'chote', 'glow', 'adhesive', 'paper', 'b', 'work', 'krta', 'tha', 'kbhi', 'kbhi', 'nhi', 'mene', 'glitter', 'sheet', 'k', 'stars', 'sath', 'lgae', 'hn', 'jo', 'nzr', 'rhe', 'hn', 'ye', 'star', 'na', 'k', 'brabr', 'hn']"
1,"['thankyou', 'seller', 'amazing', 'product', 'delivered', 'time', 'happy', 'buy']"
1,"['best', 'purchase', 'ever', 'glasses', 'delivered', 'early', 'happy', 'receive', 'good', 'condition', 'anaglyph', 'effect', 'wroks', 'perfectly', 'satisfied', 'product']"
1,"['excellent', 'love', 'itthankx', 'daraz']"
0,"['boht', 'saare', 'aaloo', 'kharab', 'nikle', 'meethe', 'aaloo', 'tomatoes', 'good']"
1,"['zbardast', 'nice']"
0,"['good', 'bad']"
0,"['rgb', 'led', 'looking', 'separate', 'red', 'green', 'blue', 'leds', 'mix', 'colour', 'like', 'see', 'three', 'different', 'colors', 'see', 'images', 'attached', 'turned', 'orange', 'colour']"
0,"['bad', 'experience', 'speaker', 'quality', 'bad', 'mic', 'also', 'bakwas']"
0,"['support', 'corolla', 'models', 'words']"
1,['original']
1,"['loved', 'got', 'shown', 'pic', 'quality', 'good', 'reasonable', 'price', 'loved', 'thank', 'much', 'happy', 'may', 'buy', 'seller', 'soon']"
1,"['great', 'product', 'described', 'comfy', 'fit', 'price', 'little', 'bit', 'high', 'overall', 'product', 'best', 'recommended']"
0,"['received', 'order', 'used', 'last', 'night', 'issue', 'becomes', 'even', 'seconds']"
1,"['really', 'love', 'thanks', 'daraz', 'thanks', 'rider']"
1,"['v', 'nice', 'sound']"
1,"['vvv', 'good', 'quality', 'product', 'fast', 'delivery']"
1,"['thanks', 'daraz', 'defresh']"
1,"['works', 'well', 'sound', 'quality', 'super', 'good']"
1,"['time', 'delivery', 'good', 'product', 'thanks']"
1,"['nice', 'experience', 'thanks', 'seller', 'cooperated', 'seller', 'fast', 'delivery', 'service', 'thanks', 'daraz', 'orignal', 'product', 'thanks', 'team']"
1,['quality']
1,"['timely', 'sent', 'address', 'good', 'product', 'really', 'love']"
0,"['quality', 'good', 'need', 'grape', 'fruit', 'juice', 'ailing', 'mother', 'time', 'size', 'small', 'felt', 'un', 'ripe', 'next', 'time', 'daraz', 'fresh', 'also', 'price', 'high', 'compare', 'market']"
1,"['nice', 'watch']"
0,"['gionee', 'receive', 'ni', 'hui', 'koi', 'mili', 'awaz', 'bhi', 'ni', 'thek', 'bad', 'experience']"
1,"['v', 'good']"
1,"['shown', 'pictures', 'material', 'quite', 'comfortable', 'soft', 'arrived', 'quickly', 'recommended', 'daraz', 'seller']"
1,"['buht', 'achay', 'hein', 'jese', 'pic', 'mein', 'dekhe', 'wese', 'hi', 'mile', 'aur', 'delivery', 'bhi', 'time', 'se', 'pehle', 'hi', 'ho', 'gei', 'thankyou', 'seller', 'bhai', 'kam', 'keemat', 'mein', 'achey', 'shoes', 'diye', 'hein', 'best', 'seller', 'koi', 'aap', 'k', 'jesa', 'nhi', 'kkdbcj']"
1,"['bohat', 'e', 'alllaw', 'hai', 'starsbohat', 'km', 'price', 'mn', 'bht', 'achy', 'hn', 'highly', 'recommendthank', 'uh', 'draaaz']"
1,"['awesome', 'fun', 'kidss']"
1,"['glasses', 'really', 'awesome', 'glad', 'receive', 'metal', 'frame', 'perfect', 'size', 'delivery', 'time', 'totally', 'satisfied', 'purchase', 'seller', 'cooperative', 'throughout', 'process', 'must', 'try']"
1,"['thank', 'much', 'daraz', 'perfect', 'show', 'picture', 'try', 'useful']"
1,"['wrapped', 'well', 'deliver', 'time', 'thanks', 'daraz']"
0,"['bad', 'quality', 'manufacturerd', 'locally', 'karachi', 'print', 'box', 'lifecare', 'even', 'company', 'name', 'device', 'dont', 'waste', 'money', 'led', 'screen', 'fluctuates', 'poor', 'quality']"
1,"['great', 'items']"
1,"['boht', 'achy', 'hain', 'thanks']"
1,"['received', 'good', 'condition', 'performance', 'upto', 'mark', 'purchased', 'discount', 'thanks', 'daraz']"
0,"['excited', 'try', 'fragrance', 'turned', 'disappointment', 'scent', 'cloying', 'artificial', 'reminding', 'cheap', 'air', 'fresheners', 'rather', 'highquality', 'fragrance', 'lacked', 'complexity', 'depth', 'expected']"
1,['loved']
1,"['honestly', 'everything', 'perfect', 'packing', 'delivery', 'product', 'product', 'quality']"
1,"['mangayee', 'hain', 'zabrdast', 'hain']"
0,"['waste', 'money', 'recommended', 'working', 'properly', 'seller', 'shows', 'extra', 'ordinary', 'class', 'torch', 'reality', 'rd', 'class', 'opinion']"
0,"['thats', 'im', 'giving', 'star']"
1,"['good', 'experience', 'throughout', 'alhamdullilah']"
1,"['good', 'thanks']"
1,"['sha', 'allah', 'bht', 'achi', 'handsfree', 'hain', 'sound', 'quality', 'perfect']"
1,"['delivery', 'time']"
1,['wonderful']
1,"['good', 'quality']"
1,"['received', 'long', 'ago', 'forgot', 'review', 'â\x9d¤', 'seller', 'best', 'recommended', 'everyone', 'buy', 'seller']"
1,"['amazing', 'product', 'economical', 'timely', 'delivered', 'got', 'additional', 'discount', 'using', 'visa', 'card']"
1,"['great', 'packaging', 'quick', 'delivery', 'received', 'within', 'hours', 'free', 'delivery']"
1,"['🥰', 'matte', 'black', '🥰', 'thank', 'much']"
1,"['perfect', 'picture', 'truly', 'happy']"
1,"['sha', 'allah', 'best', 'quality', 'jazak', 'allah']"
1,"['satisfied', 'thank', 'seller', 'thank', 'daraz']"
0,"['onemouse', 'working']"
1,"['alhamdullillah', 'received', 'time', 'good', 'quality', 'material', 'put', 'stars', 'bright', 'light', 'instantly', 'started', 'glow', 'absolutely', 'love', 'see', 'difference', 'stars', 'glowing', 'stars', 'underneath', 'put', 'light', 'glowing', 'im', 'happy', 'order', 'thank']"
0,"['red', 'leds', 'stay', 'even', 'turn', 'lights', 'remote', 'red', 'leds', 'stay', 'even', 'switch', 'green', 'blue']"
1,"['good', 'stuff', 'timely', 'delivery']"
1,"['good', 'qualityand', 'instructions', 'easy', 'clear']"
0,"['pathetic', 'quality', 'received', 'day', 'vegetables', 'surely', 'days', 'old']"
0,"['big', 'size', 'per', 'order', 'return', 'please']"
1,['nice']
0,"['low', 'quality', 'third', 'class']"
0,"['product', 'fine', 'delivered', 'compromised', 'condition', 'shell', 'broken']"
1,"['helpfull', 'thing', 'specially', 'suiting']"
1,"['price', 'strap', 'good']"
1,"['good', 'product', 'thank', 'seller']"
1,"['good', 'product', 'quality', 'good', 'sound', 'bluetooth']"
1,"['bhut', 'hi', 'achi', 'chizh']"
1,"['good', 'experience', 'got', 'delivery', 'time', 'always', 'satisfied', 'gionee']"
1,"['delivered', 'time', 'original', 'productsafely', 'packed', 'damage', 'fresh', 'stock', 'expiry', 'satisfied', 'purchase', 'willing', 'buy', 'draz', 'mall']"
1,"['wow', 'shown', 'nice', 'product', 'paking', 'delivery', 'good']"
1,"['fresh', 'vegetables', 'reasonable', 'prices', 'always', 'buy', 'daraz']"
0,"['audio', 'quality', 'bad', 'dont', 'buy']"
1,"['original', 'handfree', 'excellent', 'quality', 'delivery', 'timing', 'packing', 'good']"
1,"['nice', 'product', 'economical', 'price', 'good', 'sound']"
0,"['dear', 'vandor', 'ordered', 'paid', 'aluminium', 'guards', 'either', 'sent', 'item', 'made', 'plastic', 'brother', 'going', 'return', 'thanks', 'humble', 'request', 'please', 'send', 'always', 'item', 'mention', 'description', 'jazak', 'allah']"
1,"['really', 'love', 'happy', 'seller', 'highly', 'recommend', 'everyone', 'sent', 'mentioned', 'product', 'quality', 'amazing']"
1,"['nice', 'working']"
1,"['nice', 'quality', 'per', 'price']"
1,"['handfree', 'khrab', 'ho', 'gai', 'din']"
0,"['potatoes', 'rotten']"
0,"['bakwaas', 'cheez', 'bheji', 'h', 'airpods', 'ka', 'toy', 'bheja', 'h', 'en', 'logo', 'ne', 'batameez', 'log', 'sharam', 'nahi', 'ati', 'h']"
1,"['good', 'product', 'quality', 'also', 'good', 'packaging', 'safe', 'satisfied', 'recommended']"
0,"['martial', 'goood', 'much']"
1,['nyc']
1,"['delivered', 'time', 'product', 'material', 'good', 'size', 'also', 'good', 'like', 'recommended', 'sellerthnax', 'daraz']"
1,"['best', 'best', 'handsfree', 'price']"
0,"['waste', 'money', 'totally']"
0,"['unfortunately', 'return', 'product', 'reading', 'error', 'codes', 'despite', 'fact', 'speaking', 'seller', 'tried', 'numerous', 'android', 'apps']"
1,"['im', 'satisfied']"
1,"['good', 'product', 'show', 'picture', 'kamal', 'hay']"
1,"['everything', 'good']"
1,"['awesome', 'thank', 'daraz']"
1,"['yes', 'thank', 'nice', 'comfortable', 'bag', 'like']"
1,['statify']
0,"['product', 'clearly', 'used', 'someone', 'see', 'dandruff', 'strands', 'hair', 'top', 'cost', 'around', 'rs', 'atleast', 'decency', 'send', 'new', 'piece', 'im', 'sending', 'back']"
0,"['low', 'quality', 'product', 'bad', 'finishingthe', 'item', 'damage', 'scratchesvery', 'disappointed', 'seller']"
0,"['original', 'bioaqua', 'fake', 'product']"
1,"['thanx', 'daraz', 'thanx', 'seller', 'buht', 'hi', 'acha', 'cheaz', 'jo', 'mangwai', 'wahi', 'mili', 'thanx', 'daraz', 'thanx', 'seller']"
1,"['thank', 'much', 'sending', 'perfect', 'piece', 'delivery', 'time', 'cooperative', 'staff', 'also', 'gave', 'months', 'warranty', 'keep', 'work', 'honestly']"
1,"['good', 'deal', 'thank', 'u', 'daraz']"
1,"['nice', 'worth', 'price']"
1,"['price', 'range', 'k', 'hisaab', 'se', 'quality', 'theek', 'hy']"
1,"['good', 'productthanx']"
1,"['useful', 'material', 'wow']"
1,"['fast', 'delivery', 'quality', 'good']"
1,"['better', 'expected', 'product']"
1,"['im', 'fully', 'satisfied', 'darazorder', 'shown', 'picturesach', 'good', 'quality', 'comfortablethanks', 'daraz']"
